Article Title,Article Description,Article Author,Article Link,Article Image
HOUSING COMPLETIONS REMAIN RELATIVELY UNCHANGED IN OCTOBER,"According to the latest new residential construction statistics from the U.S. Census Bureau and the Department of Housing and Urban Development, privately owned housing starts in October were at a seasonally adjusted annual rate of 1,520,000, which is 0.7% below the revised September estimate of 1,530,000, but is 0.4% above the October 2020 rate of 1,514,000.",Symone Strong,https://www.builderonline.com/data-analysis/housing-completions-remain-relatively-unchanged-in-october_o,https://cdnassets.hw.net/dims4/GG/1e8b524/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F15%2Fa1%2F63a48fbd4e8fa58a553af1cd28a9%2Fproxy-35.jpg
BUILDER CONFIDENCE UP FOR THIRD MONTH EVEN WITH PERSISTENT CHALLENGES,"Low existing inventories and strong buyer demand helped push builder confidence higher for the third consecutive month even as supply-side challenges remain persistent, according to the NAHB.",Symone Strong,https://www.builderonline.com/data-analysis/builder-confidence-up-for-third-month-even-with-persistent-challenges_o,https://cdnassets.hw.net/dims4/GG/6b07818/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F16%2Fd2%2F0fc24d2448ada1d60d9148b30a06%2Fproxy-30.jpg
"COVID-19 UPDATE: JOB GROWTH, INFLATION RISKS, AND AFFORDABILITY CONCERNS","While the potential influence of continued high inflation adds an element of caution to the current state of the economy, Zonda chief economist Ali Wolf said her take on the overall economy is more positive during the latest COVID-19 Update webinar.",Vincent Salandro,https://www.builderonline.com/data-analysis/covid-19-update-job-growth-inflation-risks-and-affordability-concerns_o,None
THE SINGLE-FAMILY BUILD-TO-RENT MARKET IS EVOLVING QUICKLY,"It was a little more than six months ago when I last sat down with my colleague, Tim Sullivan, to discuss the single-family build-to-rent (BTR) market. In that discussion, Sullivan, Zonda’s senior managing principal and in-house BTR expert, laid out the evolution of the industry and highlighted what to expect this year. Market dynamics have evolved quickly throughout 2021, so the two of us recently took time to check in on the ever-popular sector.",Ali Wolf,https://www.builderonline.com/data-analysis/the-single-family-build-to-rent-market-is-evolving-quickly_o,https://cdnassets.hw.net/dims4/GG/732e7cb/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2Fac%2F1d%2F5d26d1f9422aba4b0f909e11f2ca%2Fadobestock-72390314.jpeg
"HOME LOT SUPPLY INDEX CONTINUES TO DECLINE, REACHES NEW CYCLE LOW IN Q3","Zonda’s New Lot Supply Index (LSI) fell 36.8% on a year-over-year basis to a reading of 38.8 in the third quarter of 2021. The index decreased 7.8% from the second quarter of 2021, a much smaller quarterly decline than with the previous release in the second quarter.",Vincent Salandro,https://www.builderonline.com/data-analysis/home-lot-supply-index-continues-to-decline-reaches-new-cycle-low-in-q3_o,https://cdnassets.hw.net/dims4/GG/113b882/2147483647/resize/300x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F31%2F51%2Fbcd14a0041108e6cca9b9b283a2c%2Fadobestock-231258733.jpeg
"JOB GROWTH ACCELERATES AS 531,000 NONFARM PAYROLLS ADDED IN OCTOBER","Total nonfarm payroll employment increased by 531,000 in October, a large boost from 194,000 new positions in September, according to the latest jobs report from the U.S. Bureau of Labor Statistics.",Vincent Salandro,https://www.builderonline.com/data-analysis/job-growth-accelerates-as-531-000-nonfarm-payrolls-added-in-october_o,https://cdnassets.hw.net/dims4/GG/e833ca7/2147483647/resize/300x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2Fdd%2Fa9%2F1e7b38cd465498983181e370df89%2Fproxy-50.jpg
PENDING HOME SALES FALL 2.3% IN SEPTEMBER,"Pending home sales dipped in September, retreating slightly from a previous month of growth, according to the National Association of Realtors (NAR). The Pending Home Sales Index (PHSI) decreased 2.3% to 116.7, and contract signings decreased 8% year over year.",Symone Strong,https://www.builderonline.com/data-analysis/pending-home-sales-fall-2-3-in-september_o,https://cdnassets.hw.net/dims4/GG/fe139df/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F35%2F7d%2F2328f52b42e4930a6d87161cda90%2Fadobestock-262481598.jpeg
THE PANDEMIC'S IMPACT ON POPULATION GROWTH IN THE PACIFIC NORTHWEST,"A big story of the COVID-19 pandemic has centered on where people decide to move to, especially as many workers have become untethered to their office commutes.",Mark Zawistoski,https://www.builderonline.com/data-analysis/the-pandemics-impact-on-population-growth-in-the-pacific-northwest_o,https://cdnassets.hw.net/dims4/GG/bb695a3/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F9d%2F0e%2Ff90493b5489e9455b2ec15410c3f%2Fstatewidemap.png
NEW-HOME SALES INCREASE 14% FROM AUGUST TO SEPTEMBER,"Sales of new single‐family homes in September were at a seasonally adjusted annual rate of 800,000, according to estimates released by the U.S. Census Bureau and the Department of Housing and Urban Development. This is 14% above the revised August rate of 702,000 but is 17.6% below the September 2020 estimate of 971,000.",Symone Strong,https://www.builderonline.com/data-analysis/new-home-sales-increase-14-from-august-to-september_o,https://cdnassets.hw.net/dims4/GG/32e9d2f/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2Fee%2Fe1%2F7f0c5b9a492baa29ad29ab6d3ea0%2Fadobestock-3120383.jpeg
ANNUAL HOME PRICE GAINS REMAIN HIGH IN AUGUST,"The S&P CoreLogic Case-Shiller U.S. National Home Price NSA Index, which covers all nine U.S. Census divisions, reported a 19.8% annual gain in home prices in August, remaining the same as July.",Symone Strong,https://www.builderonline.com/data-analysis/annual-home-price-gains-remain-high-in-august_o,https://cdnassets.hw.net/dims4/GG/fe91501/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F18%2F71%2Fb19d7ea3484686fb6f0571ae542f%2Fadobestock-135256366.jpeg
NEW HOME PENDING SALES INDEX SHOWS 6.9% MONTH-OVER-MONTH GROWTH,"The New Home Pending Sales Index rose by 6.9% from August to September 2021, up to a reading of 152.5 for September. While this marks a 9.5% year-over-year decline from September 2020, the index stands 31.2% higher than in September 2019.",Mary Salmonsen,https://www.builderonline.com/data-analysis/new-home-pending-sales-index-shows-6-9-month-over-month-growth_o,https://cdnassets.hw.net/dims4/GG/ddd49a8/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F63%2Ff6%2F58fef6d84fc3b5254c5c5e9ed581%2Fadobestock-98477592.jpeg
ST. GEORGE: THE SIZZLING HOT SECTOR OF UTAH,"If you’ve never been to St. George, Utah, you haven’t experienced all that the state has to offer. When you hear about Utah, you probably picture beautiful mountains and home to “the greatest snow on earth,” and while you are correct, down south in St. George the climate is the opposite. The St. George market is strategically located in southern Utah and is a gateway to well-known landmarks such as Zion National Park, Bryce Canyon National Park, Sand Hollow State Park, and many more. While the St. George market experiences high temperatures during the summer months of July and August, the remaining 10 months out of the year are exceptional, especially when looking to get away from the snow during the winter. As the St. George market has so much to offer, both the economy and housing market continue to grow and remain just as hot as the summer months.",Eric Allen,https://www.builderonline.com/data-analysis/st-george-the-sizzling-hot-sector-of-utah_o,https://cdnassets.hw.net/dims4/GG/896e589/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F4f%2Fd0%2Fad4f067244868a147c55758d14b8%2Fadobestock-287505497.jpeg
SINGLE-FAMILY STARTS LEVEL OUT IN SEPTEMBER,"Privately owned housing starts in September were at a seasonally adjusted annual rate of 1,555,000, which is 1.6% below the revised August estimate of 1,580,000 but 7.4% above the September 2020 rate of 1,448,000, according to the U.S. Census Bureau and the Department of Housing and Urban Development.",Symone Strong,https://www.builderonline.com/data-analysis/single-family-starts-level-out-in-september_o,https://cdnassets.hw.net/dims4/GG/22d74d3/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F44%2F1e%2F03f98157468ba9354062c70c32ae%2Fadobestock-64972724.jpeg
BUILDER CONFIDENCE RISES IN OCTOBER DESPITE ONGOING CHALLENGES,"Despite mounting affordability challenges, and requisite rising material prices and shortages, ongoing strong consumer demand is pushing builder confidence higher, according to the NAHB.",Mary Salmonsen,https://www.builderonline.com/data-analysis/builder-confidence-rises-in-october-despite-ongoing-challenges_o,https://cdnassets.hw.net/dims4/GG/feeedc0/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F6a%2Fed%2F2f96e85a440d84b09c43faf6e1cc%2Fhome-under-construction.jpg
"WHEN PUSH COMES TO SHOVE ON PRICING, IS DENSITY FINALLY THE ANSWER?","As demand for housing continues to run ahead of available new and existing home supply levels, rising home prices are a focal point in the Dallas-Fort Worth area. In a market where home prices increased an average of 5% per year from 2010 to 2020, prices moved exponentially higher in 2021. The S&P/Case Shiller Home Price Index shows a 24% rise in prices over the past 12 months, while the North Texas Real Estate Information Services (NTREIS) MLS shows existing single-family home prices are up 19% year over year and Zonda’s own proprietary data indicates that new-home base prices are up 16% over the past year. While year-over-year increases are beginning to plateau as some normal seasonality returns to the market, the changes that occurred in 2021 in the Dallas-Fort Worth metroplex will be challenging to unwind.",Bryan Glasshagel,https://www.builderonline.com/data-analysis/when-push-comes-to-shove-on-pricing-is-density-finally-the-answer_o,https://cdnassets.hw.net/dims4/GG/f2c76de/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F99%2Fb8%2Fe5466b57433cb6a2b9ecac29f3ce%2Fdallas-skyline-housing.jpg
"JOB GROWTH CONTINUES TO SLOW AS 194,000 NONFARM PAYROLLS ADDED IN SEPTEMBER","Total nonfarm payroll rose by 194,000 in September, down from 366,000 new positions in August, according to the latest report from the U.S. Bureau of Labor Statistics.",Mary Salmonsen,https://www.builderonline.com/data-analysis/job-growth-continues-to-slow-as-194-000-nonfarm-payrolls-added-in-september_o,https://cdnassets.hw.net/dims4/GG/abfe95b/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F69%2F27%2F070476da4db58b5b63d728c2a026%2Fadobestock-294726409.jpeg
POLK COUNTY: THE HOTTEST SPOT ALONG THE RED HOT I-4 CORRIDOR,"For the last 15 years there has been a sign along I-4 near Auburndale that reads “future site of downtown Orlampa."" Many a driver has probably smirked at the idea that this rural area had any future, let alone tying together two fast-growing Florida cities. Today, the I-4 corridor is the fastest growing region in Florida. Over 8 million people live here, and, in a non-pandemic year, it hosts 60 million visitors annually.",Tony Polito,https://www.builderonline.com/data-analysis/polk-county-the-hottest-spot-along-the-red-hot-i-4-corridor_o,https://cdnassets.hw.net/dims4/GG/bfc7604/2147483647/resize/300x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F7e%2F90%2F3a467107434da752591c51b36d4c%2Fadobestock-439579241.jpeg
COVID-19 UPDATE: 'WHERE DO WE GO FROM HERE?',"As of now the economy is in a state of flux, according to Ali Wolf, chief economist at Zonda, during the latest COVID-19 Update webinar. The stock market is moving up and down, consumer confidence has fallen to a seven-month low, worries about inflation are rising, and the specter of potential government shutdown has loomed over the past week.",Mary Salmonsen,https://www.builderonline.com/data-analysis/covid-19-update-where-do-we-go-from-here_o,https://cdnassets.hw.net/dims4/GG/49d948f/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F42%2F1d%2Fe4451fb543a8bce64706a7747b3a%2Fadobestock-327922973.jpeg
PENDING HOME SALES REBOUND 8.1% IN AUGUST,"Pending home sales recovered in August, recording gains after two prior months of declines, according to the National Association of Realtors (NAR). The Pending Home Sales Index (PHSI) increased 8.1% to 119.5, and contract signings dipped 8.3% year over year.",Symone Strong,https://www.builderonline.com/data-analysis/pending-home-sales-rebound-8-1-in-august_o,https://cdnassets.hw.net/dims4/GG/9d0c9bb/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F1b%2F6a%2F59a5b23f4c26a581adfb964b917d%2Freal-estate-new-house.jpg
MIDWEST MONITOR: IS NOW THE TIME TO PANIC?,"The home building industry is cyclical and somewhat predictable. History has proven ups are eventually followed by downs, and downs are eventually followed by ups. The challenge lies in figuring out just when those changes will occur. Right now, the big questions on everyone’s mind, especially builders, include “are we approaching the next down?” and “is now the time to panic?”",Danielle Leach,https://www.builderonline.com/data-analysis/midwest-monitor-is-now-the-time-to-panic_o,https://cdnassets.hw.net/dims4/GG/46bcc6e/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F63%2F45%2F6e00cb74442ba850b8f3e590fb20%2Fadobestock-230517993.jpeg
HOME PRICES RISE 19.7% IN LATEST CASE-SHILLER HPI REPORT,"The S&P CoreLogic Case-Shiller U.S. National Home Price NSA Index, which covers all nine U.S. census divisions, recorded a 19.7% annual gain in home prices in July, up from 18.7% the previous month.",Mary Salmonsen,https://www.builderonline.com/data-analysis/home-prices-rise-19-7-in-latest-case-shiller-hpi-report_o,https://cdnassets.hw.net/dims4/GG/82bde03/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2Fa7%2Fb9%2Ffeb14ea441019957a63b765b145a%2Fadobestock-783529.jpeg
THESE 9 KEY HOUSING PILLARS WILL HELP IDENTIFY SHIFTS AND OPPORTUNITIES,"In today’s housing market, it is important to know what is driving consumer decisions. The urgency from home buyers has slowed as some shoppers balk at pricing and others are distracted by normal seasonal activities, but the slight shift has some wondering about where the market stands. We showed a matrix about six months ago to describe the motivations behind the main home buyer groups (first-time, move-up, luxury, 55-plus, investor, second home, relocation, and foreign buyers), and we wanted to use the same matrix to check in on key housing pillars.",Ali Wolf,https://www.builderonline.com/data-analysis/these-9-key-housing-pillars-will-help-identify-shifts-and-opportunities_o,https://cdnassets.hw.net/dims4/GG/72e2244/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2Ff0%2F03%2Fb3572c7344cdaba1b5ece4804d70%2Fscreen-shot-2019-01-02-at-4.22.02%20PM.png
NEW RESIDENTIAL SALES RISE 1.5% FROM JULY TO AUGUST,"Sales of new single-family homes were at a seasonally adjusted annual rate of 740,000 in August, according to the U.S. Census Bureau and the Department of Housing and Urban Development’s latest monthly report. This is 1.5% higher than the revised July rate of 729,000, but 24.3% below the August 2020 estimated rate of 977,000.",Mary Salmonsen,https://www.builderonline.com/data-analysis/new-residential-sales-rise-1-5-from-july-to-august_o,https://cdnassets.hw.net/dims4/GG/1e8b524/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F15%2Fa1%2F63a48fbd4e8fa58a553af1cd28a9%2Fproxy-35.jpg
NEW HOME PSI POSTS 5.3% MONTH-OVER-MONTH INCREASE IN AUGUST,"Zonda’s New Home Pending Sales Index rose to 141.4 in August, revealing a 5.3% month-over-month increase. Home sales dropped 14.9% compared with last year but remain 20.8% higher than August 2019.",Symone Strong,https://www.builderonline.com/data-analysis/new-home-psi-posts-5-3-month-over-month-increase-in-august_o,https://cdnassets.hw.net/dims4/GG/eb6ebea/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F53%2F57%2F28224479407fbcfea768384352ca%2Ffor-sale-high-res.jpg
NAR: EXISTING HOME SALES DROP 2% FROM JULY TO AUGUST,"Existing home sales fell by 2% on a seasonally adjusted annual basis from July to August, breaking two months of consecutive increases, according to the latest report from the National Association of Realtors.",Mary Salmonsen,https://www.builderonline.com/data-analysis/nar-existing-home-sales-drop-2-from-july-to-august_o,https://cdnassets.hw.net/dims4/GG/a07454b/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F6c%2F86%2F710ae9674d89a5493320d814c8bd%2Fadobestock-71625462.jpeg
AUGUST HOUSING STARTS INCH HIGHER WITH HELP FROM MULTIFAMILY,"Privately owned housing starts in August were at a seasonally adjusted annual rate of 1,615,000, which is 3.9% above the revised July estimate of 1,554,000 and 17.4% above the August 2020 rate of 1,376,000, according to the latest new residential construction data from the U.S. Census Bureau and the Department of Housing and Urban Development.",Symone Strong,https://www.builderonline.com/data-analysis/august-housing-starts-inch-higher-with-help-from-multifamily_o,https://cdnassets.hw.net/dims4/GG/941885d/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F92%2F09%2Fb1b89f584d10b23a39bbca0f6587%2Fhousing-starts.jpg
NAHB/WELLS FARGO HOUSING MARKET INDEX RISES 1 POINT IN SEPTEMBER,"Following three months of decline, the NAHB/Wells Fargo Housing Market Index rose one point to 76 in September.",Mary Salmonsen,https://www.builderonline.com/data-analysis/nahb-wells-fargo-housing-market-index-rises-1-point-in-september_o,https://cdnassets.hw.net/dims4/GG/c79aefc/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F2d%2Fbc%2Fa28398554acc8d547473d3a8aeb0%2Fnew-construction-wood-trusses.jpg
ST. LUCIE COUNTY: THE NEXUS FOR NEW HOMES IN SOUTH FLORIDA,"In 2010, St. Lucie County was one of several “ground zero” housing markets in Florida, crushed by over speculation and falling prices that occurred during the worst of the Great Recession. The heady days of 2004 were long gone, with the annual starts pace falling from 2,763 that year to just 62 annual starts by the fourth quarter of 2010. Talk about a housing meltdown.",David Cobb,https://www.builderonline.com/data-analysis/st-lucie-county-the-nexus-for-new-homes-in-south-florida_o,https://cdnassets.hw.net/dims4/GG/0b2e645/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2Fd4%2Fee%2Ff5d778b14a4c9e5d20fd6b8ad98a%2Fadobestock-211709955.jpeg
"NONFARM PAYROLL EMPLOYMENT RISES BY 235,000 IN AUGUST, MARKING SOME DECELERATION","Total nonfarm payroll employment rose by 235,000 in August, following increases of 1.1 million in July and 962,000 in June, according to the U.S. Bureau of Labor Statistics’ latest employment report.",Symone Strong,https://www.builderonline.com/data-analysis/nonfarm-payroll-employment-rises-by-235-000-in-august-marking-some-deceleration_o,https://cdnassets.hw.net/dims4/GG/dfcc2b7/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2Fa4%2Fb2%2F578ad799407b8b701a2b1bdf1ab2%2Fadobestock-292980354.jpeg
HOME BUILDING ACTIVITY IN HOUSTON CONTINUES TO SOAR,"As the mid-point of 2021 approached, these remained largely unprecedented times in the Houston new-home industry. At the conclusion of Q2 2021, Zonda observed not only the largest number of new homes under construction (currently 18,024) across Houston that we’ve seen in 40-plus years of analyzing the market, but also the tightest inventory of finished vacant homes (3,301) in Houston as well.",Lawrence Dean,https://www.builderonline.com/data-analysis/home-building-activity-in-houston-continues-to-soar_o,https://cdnassets.hw.net/dims4/GG/2314efb/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F56%2Fcb%2Fa474e7ff40629cbfc7ff25a18ced%2Fproxy-46.jpg
LARGE PART OF NORTHERN VIRGINIA ACCOUNTS FOR ONLY 5% OF THE AREA'S NEW-HOME STARTS,"When I worked in Houston, a Disney theme park rumor would circulate in the commercial real estate world every few years. It obviously never happened there, but in the early 1990s those kind of talks were more than rumor in Haymarket, Virginia, a quiet suburb approximately 35 miles west of Washington, D.C. Using shell corporations to hide its identity, the Disney Corp. stealthily bought up or optioned 3,000 acres of land just north of Interstate 66. Then, in 1993, Disney announced that it would be developing Disney's America, a theme park that would celebrate the history of the United States. The $600 million project was to open in 1998, and it had the backing of the governor of Virginia, the state General Assembly, the mayor of Haymarket, the local chamber of commerce, and economic development professionals.",Ben Sage,https://www.builderonline.com/data-analysis/large-part-of-northern-virginia-accounts-for-only-5-of-the-areas-new-home-starts_o,https://cdnassets.hw.net/dims4/GG/51af3f1/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F8b%2Fd0%2F22f899694e7694e0ef62fe7af9d5%2F0821-zonda-northernvasharenewhomestarts.jpg
CASE-SHILLER HOME PRICE INDEX REACHES 18.6% ANNUAL GAIN IN JUNE,The latest results from the S&P CoreLogic Case-Shiller Indices show that home prices continue to increase across the U.S.,Symone Strong,https://www.builderonline.com/data-analysis/case-shiller-home-price-index-reaches-18-6-annual-gain-in-june_o,https://cdnassets.hw.net/dims4/GG/8246099/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F49%2Ff7%2F6f108f0f417eacea1806706507f4%2Fadobestock-314423547.jpeg
PENDING HOME SALES FALL 1.8% IN JULY,"Pending home sales dipped slightly in July, noting two consecutive months of declines, according to the National Association of Realtors. The Pending Home Sales Index (PHSI) declined 1.8% to 110.7, and contract signings fell 8.5% year over year.",Symone Strong,https://www.builderonline.com/data-analysis/pending-home-sales-fall-1-8-in-july_o,https://cdnassets.hw.net/dims4/GG/2cfb402/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F2a%2F0b%2Faa18bb4c469f9a2b0ea9c3f0e782%2Fadobestock-64479058.jpeg
NEW RESIDENTIAL SALES RECORD SLIGHT GAIN IN JULY,"Sales of new single‐family homes in July were at a seasonally adjusted annual rate of 708,000, according to estimates released by the U.S. Census Bureau and the Department of Housing and Urban Development. This is 1% above the revised June rate of 701,000 but is 27.2% below the July 2020 estimate of 972,000.",No Author name,https://www.builderonline.com/data-analysis/new-residential-sales-record-slight-gain-in-july_o,https://cdnassets.hw.net/dims4/GG/afc15ce/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F30%2Fb7%2Ffb03629342338dc1a4c650e99c8d%2Fadobestock-10585522.jpeg
NAR REPORTS EXISTING HOME SALES UP 2% FROM JUNE TO JULY,"Total existing home sales, including single-family homes, townhomes, condominiums, and co-ops, rose by 2% on a seasonally adjusted annual rate from June to July. This marks two consecutive months of increases, according to the National Association of Realtors. Year over year, sales have risen 1.5% since July 2020, up from a seasonally adjusted annual rate of 5.9 million.",Mary Salmonsen,https://www.builderonline.com/data-analysis/nar-reports-existing-home-sales-up-2-from-june-to-july_o,https://cdnassets.hw.net/dims4/GG/51c0416/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2Ffe%2Fe8%2F253fdeda4785b8130e8c4ffb4c83%2Fadobestock-123091886.jpeg
NEW-HOME SALES DROPPED 13.2% YOY IN JULY,"The Zonda New Home Pending Sales Index fell 13.2% year over year in July—down to a reading of 137.7—but is up 21.8% compared with July 2019. Month over month, seasonally adjusted new-home sales did not change significantly between June and July.",Mary Salmonsen,https://www.builderonline.com/data-analysis/new-home-sales-dropped-13-2-yoy-in-july_o,https://cdnassets.hw.net/dims4/GG/313f63f/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F60%2Ffd%2F73e710e14d5990695333b1352890%2Fproxy-25.jpg
"JULY'S HOUSING STARTS DOWN, BUT PERMITS UP","Privately owned housing starts in July were at a seasonally adjusted annual rate of 1,534,000, which is 7% below the revised June estimate of 1,650,000 but 2.5% above the July 2020 rate of 1,497,000, according to the latest new residential construction statistics from the U.S. Census Bureau and the Department of Housing and Urban Development.",No Author name,https://www.builderonline.com/data-analysis/julys-housing-starts-down-but-permits-up_o,https://cdnassets.hw.net/dims4/GG/fd1cd29/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F42%2F95%2Fcad566cb4c31afab37aca3db8d4c%2Fnew-home-under-construction-framing.jpg
BUILDER CONFIDENCE DROPS TO 13-MONTH LOW IN NAHB/WELLS FARGO HMI,,Mary Salmonsen,https://www.builderonline.com/data-analysis/builder-confidence-drops-to-13-month-low-in-nahb-wells-fargo-hmi_o,https://cdnassets.hw.net/dims4/GG/e57ca25/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F0e%2F0d%2Fee8368f14636b9811bdc1a3e103c%2Fproxy.jpg
NINETY-FOUR PERCENT OF METRO AREAS SAW DOUBLE-DIGIT PRICE GROWTH IN Q2,,Symone Strong,https://www.builderonline.com/data-analysis/ninety-four-percent-of-metro-areas-saw-double-digit-price-growth-in-q2_o,https://cdnassets.hw.net/dims4/GG/009b70a/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F55%2F8e%2F38be3f6a4101b589f77cf82911ff%2Fadobestock-104192856.jpeg
NEW HOME LOT SUPPLY INDEX DROPS TO CYCLE LOW IN Q2,"Zonda’s New Home Lot Supply Index fell by 34.8% year over year and 14% quarter to quarter in the second quarter of 2021, down to 42.0—a new historic low for the survey. A reading of 100 represents ""perfect equilibrium,"" while a reading of 75 or below equals ""significantly undersupplied.""",Mary Salmonsen,https://www.builderonline.com/data-analysis/new-home-lot-supply-index-drops-to-cycle-low-in-q2_o,https://cdnassets.hw.net/dims4/GG/f2f39d8/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2Fdf%2F5a%2Fcd43132e4ab0ac4a8b820e6c493d%2Fadobestock-246565520.jpeg
LAS VEGAS' SUPPLY OF VACANT DEVELOPED LOTS PUSHED TO NEW LOWS,"Las Vegas, in a similar vein to many areas of the country, is experiencing a slowdown in reported net sales after the strongest first half in the Valley for years. The slowdown can be attributed to different issues affecting the market: metering of sales, price appreciation, diminished affordability, seasonality, commodity challenges, labor constraints, increasing land prices, and decreasing developed lot availability. Despite the issues, Las Vegas still has many positives emanating throughout the economy. Many of the issues have been reviewed throughout the news media and national lexicon, but here we will review some of those issues that can offer overview, opportunity, and warning.",Evan Forrest,https://www.builderonline.com/data-analysis/las-vegas-supply-of-vacant-developed-lots-pushed-to-new-lows_o,https://cdnassets.hw.net/dims4/GG/8cbc93c/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F20%2F7a%2Fcf20272144e8858882fc7723aadc%2Fadobestock-123857854.jpeg
"OVER 940,000 NEW NONFARM PAYROLL POSITIONS ADDED IN JULY, BLS REPORTS","Total nonfarm payroll employment rose by 943,000 in July, while the unemployment rate fell by 0.5 percentage points to 5.4%, according to the Bureau of Labor Statistics’ latest report.",Mary Salmonsen,https://www.builderonline.com/data-analysis/over-940-000-new-nonfarm-payroll-positions-added-in-july-bls-reports_o,https://cdnassets.hw.net/dims4/GG/6cb3255/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2Fd3%2F91%2F904b5f3e4e7b888df03b1333ca95%2Fadobestock-44663064.jpeg
PENDING HOME SALES DROP 1.9% MONTH TO MONTH IN JUNE,"Following very strong gains in May, pending home sales fell back in June, on both a month-to-month and year-over-year basis. The National Association of Realtors’ Pending Home Sales Index fell to 112.8 in June, down 1.9% from May as well as 1.9% from June 2020.",Mary Salmonsen,https://www.builderonline.com/data-analysis/pending-home-sales-drop-1-9-month-to-month-in-june_o,https://cdnassets.hw.net/dims4/GG/e1d622a/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F46%2Fcd%2F40fe4298497f92ffdf4f93bf36c6%2Fproxy-1.jpg
CASE-SHILLER HPI REPORTS HOME PRICES ROSE 16.6% YOY IN MAY,,Mary Salmonsen,https://www.builderonline.com/data-analysis/case-shiller-hpi-reports-home-prices-rose-16-6-yoy-in-may_o,https://cdnassets.hw.net/dims4/GG/b30dab5/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2Fde%2F7e%2F9ed7ed4641339fea9d41741582ca%2Fsan-deigo-homes-aerial.jpg
